,dialog_act,utterance
6868,inform,"moderately priced restaurant in the east
"
6869,request,"could i have the address
"
6870,thankyou,"thank you good bye
"
6871,affirm,"yeah
"
6872,reqalts,"how about indian food
"
6873,inform,"i dont care
"
6874,request,"what is the address
"
6875,thankyou,"thank you goodbye
"
6876,inform,"any type
"
6877,request,"what is the address
"
6878,thankyou,"thank you good bye
"
6879,thankyou,"thank you good bye
"
6880,inform,"i do not care
"
6881,thankyou,"thank you good bye
"
6882,request,"what is the address
"
6883,request,"noise phone number
"
6884,inform,"i dont care
"
6885,null,"noise
"
6886,inform,"any
"
6887,inform,"is there one in the cheap price range
"
6888,inform,"im looking for a moderately priced restaurant and it should be in the north of town
"
6889,inform,"dont care
"
6890,null,"noise
"
6891,affirm,"yes
"
6892,thankyou,"thank you good
"
6893,request,"address
"
6894,inform,"venue
"
6895,inform,"any
"
6896,inform,"i dont care
"
6897,affirm,"yes
"
6898,null,"unintelligible
"
6899,inform,"im looking for an expensive restaurant
"
6900,affirm,"yes
"
6901,null,"unintelligible
"
6902,inform,"any part of town
"
6903,request,"what is the address
"
6904,inform,"moderate
"
6905,request,"post code
"
6906,request,"phone number
"
6907,inform,"dont care
"
6908,inform,"unintelligible food
"
6909,request,"uh whats the address and phone number
"
6910,request,"whats the phone number
"
6911,request,"okay and can i get their address
"
6912,request,"type of food
"
6913,thankyou,"thank you
"
6914,request,"what is the address
"
6915,thankyou,"thank you good bye
"
6916,inform,"modern euorpean
"
6917,inform,"any
"
6918,inform,"im looking for an expensive restaurant that serves korean food
"
6919,thankyou,"thank you good bye
"
6920,null,"music
"
6921,request,"what type of food do they serve
"
6922,reqalts,"how about european
"
6923,reqalts,"how about chinese food
"
6924,affirm,"yes
"
6925,thankyou,"thank you good bye
"
6926,inform,"i dont care
"
6927,inform,"i dont care
"
6928,thankyou,"thank you goodbye
"
6929,request,"whats the address
"
6930,reqalts,"how about portuguese
"
6931,ack,"im good
"
6932,inform,"doesnt matter
"
6933,request,"what is their phone number
"
6934,request,"can i get the address
"
6935,request,"can i have the address
"
6936,request,"phone number
"
6937,inform,"im looking for korean food in any price range
"
6938,inform,"can you find me a place that has thai food
"
6939,thankyou,"thank you good bye
"
6940,inform,"any
"
6941,inform,"chinese
"
6942,inform,"im looking for a moderately priced restaurant in the west part of town
"
6943,inform,"korean
"
6944,request,"may i have the address phone number and post code
"
6945,inform,"im looking for a cheap restaurant in the west part of town
"
6946,request,"phone number
"
6947,reqalts,"what about indian
"
6948,thankyou,"thank you goodbye
"
6949,reqalts,"how about korean food
"
6950,inform,"an expensive restaurant in the south part of town
"
6951,negate,"no
"
6952,request,"what type of food is it
"
6953,inform,"dont care
"
6954,confirm,"is it moderately priced
"
6955,request,"phone number
"
6956,request,"may i have the phone number
"
6957,request,"whats the address
"
6958,request,"what type of food does it serve
"
6959,inform,"restaurant in central
"
6960,inform,"im looking for portuguese food
"
6961,affirm,"yes
"
6962,request,"what is the phone number
"
6963,request,"what is the phone number
"
6964,bye,"good bye
"
6965,affirm,"yes
"
6966,repeat,"could you repeat that
"
6967,inform,"barbecue
"
6968,null,"how about
"
6969,request,"type of food they served
"
6970,inform,"east
"
6971,null,"sil
"
6972,inform,"chinese food
"
6973,inform,"italian food
"
6974,reqalts,"how about asian oriental
"
6975,request,"price
"
6976,inform,"any
"
6977,reqalts,"what about asian oriental
"
6978,request,"the address phone number and post code
"
6979,inform,"im looking for an expensive restaurant in the south part of town
"
6980,inform,"the south part of town greek food
"
6981,null,"noise
"
6982,affirm,"yes
"
6983,inform,"i dont care
"
6984,inform,"how bout i italian food
"
6985,request,"whats the address
"
6986,thankyou,"thank you good bye
"
6987,request,"post code
"
6988,null,"sil
"
6989,request,"what type of food
"
6990,request,"area
"
6991,inform,"anything
"
6992,inform,"a indian restaurant
"
6993,affirm,"yes
"
6994,request,"whats the price range
"
6995,request,"address
"
6996,inform,"italian food
"
6997,request,"what type of food
"
6998,null,"unintelligible
"
6999,request,"and the phone number
"
7000,thankyou,"thank you goodbye
"
7001,affirm,"ah yes
"
7002,inform,"west part of town serving barbecue food
"
7003,null,"um what
"
7004,inform,"south of town
"
7005,thankyou,"thank you good bye
"
7006,request,"phone number
"
7007,reqalts,"how about one that serves korean food
"
7008,null,"uh
"
7009,inform,"im looking for a restaurant in the west park of town that serves australian food
"
7010,inform,"i dont care
"
7011,request,"can i have their address
"
7012,thankyou,"thank you goodbye
"
7013,request,"how about the phone number
"
7014,inform,"im looking for gastropub food
"
7015,inform,"food
"
7016,inform,"german food
"
7017,inform,"breath im looking for a restaurant in the east part of tow
"
7018,affirm,"yes
"
7019,request,"whats the address
"
7020,thankyou,"thank you goodbye
"
7021,thankyou,"thank you good bye
"
7022,inform,"traditional food
"
7023,thankyou,"thank you good bye
"
7024,reqalts,"what about thai food
"
7025,request,"phone number
"
7026,thankyou,"thank you
"
7027,inform,"im looking for asian oriental food
"
7028,thankyou,"thank you good bye
"
7029,inform,"cheap
"
7030,request,"and the phone number
"
7031,inform,"restaurant with african food
"
7032,thankyou,"thank you good bye
"
7033,thankyou,"thank you good bye
"
7034,thankyou,"thank you good bye
"
7035,inform,"i dont care
"
7036,inform,"swedish food
"
7037,thankyou,"thank you good bye
"
7038,null,"unintelligible
"
7039,inform,"european
"
7040,thankyou,"thank you good bye
"
7041,inform,"dont care
"
7042,thankyou,"thank you good bye
"
7043,inform,"portugese
"
7044,request,"and their phone number
"
7045,inform,"it doesnt matter
"
7046,null,"pan
"
7047,inform,"cheap
"
7048,thankyou,"thank you good bye
"
7049,request,"okay may i have the address
"
7050,request,"whats the address
"
7051,request,"could you give me the number
"
7052,inform,"british food
"
7053,request,"type of food
"
7054,request,"and the post code
"
7055,thankyou,"thank you good bye
"
7056,reqalts,"how about cantonates food
"
7057,request,"and the phone number
"
7058,inform,"cheap restaurant
"
7059,thankyou,"thank you good bye
"
7060,inform,"next restaurant
"
7061,request,"what area of town
"
7062,reqalts,"anything else
"
7063,request,"and the post code
"
7064,negate,"no eritrean
"
7065,request,"what area of town is it
"
7066,thankyou,"thank you good bye
"
7067,inform,"any
"
7068,thankyou,"thank you goodbye
"
7069,inform,"the east part
"
7070,request,"address
"
7071,thankyou,"thank you good bye
"
7072,inform,"thai food
"
7073,request,"what is the phone number
"
7074,affirm,"right
"
7075,request,"whats the price range
"
7076,inform,"im looking for a cheap restaurant in the west part of town
"
7077,null,"arts town
"
7078,thankyou,"thank you goodbye
"
7079,request,"noise can i get the address and phone number
"
7080,affirm,"yeah
"
7081,inform,"i dont care
"
7082,request,"phone number
"
7083,inform,"east
"
7084,inform,"any
"
7085,inform,"french
"
7086,inform,"im looking for a cheap restaurant
"
7087,inform,"i want an expensive restaurant that serves polish food
"
7088,thankyou,"uh thank you
"
7089,thankyou,"thank you
"
7090,inform,"do you have vietnamese food
"
7091,thankyou,"thank you good bye
"
7092,affirm,"yes
"
7093,inform,"just fuck every time i do it and this moron says that its indian sucks
"
7094,inform,"i want a vietnamese restaurant
"
7095,inform,"indian
"
7096,request,"address post code
"
7097,inform,"i am looking for a moderately priced restaurant in the west part o
"
7098,thankyou,"thank you goodbye
"
7099,null,"none
"
7100,negate,"no
"
7101,request,"what is the phone number
"
7102,thankyou,"thank you good bye
"
7103,thankyou,"thank you good bye
"
7104,request,"what the address
"
7105,reqalts,"is there anything else
"
7106,inform,"fusion food
"
7107,null,"uh
"
7108,inform,"expensive restaurant
"
7109,inform,"i want a moderately priced restaurant in the west part of town
"
7110,affirm,"yes
"
7111,inform,"id like an expensive restaurant that serves bat food
"
7112,null,"noise
"
7113,thankyou,"thank you good bye
"
7114,request,"what is the post code
"
7115,inform,"noise food
"
7116,request,"um whats the price range
"
7117,reqalts,"is there anything else
"
7118,inform,"center
"
7119,inform,"unintelligible food
"
7120,thankyou,"thank you good bye
"
7121,request,"okay do you have the address for da vinci pizzeria
"
7122,inform,"european food
"
7123,inform,"doesnt matter
"
7124,request,"and their post code
"
7125,thankyou,"thank you goodbye
"
7126,inform,"restaurant west
"
7127,inform,"anything
"
7128,bye,"bye
"
7129,reqalts,"next one
"
7130,reqalts,"new garden do you have any other
"
7131,thankyou,"thank you good bye
"
7132,inform,"expensive
"
7133,inform,"in the west part of town
"
7134,inform,"i dont care
"
7135,inform,"breath i want to find an expensive restaurant and it sh
"
7136,inform,"east noise
"
7137,inform,"cheap
"
7138,confirm,"does it serve thai food
"
7139,inform,"dont care
"
7140,inform,"indonesian food
"
7141,request,"and whats the phone number there
"
7142,request,"post code
"
7143,reqalts,"how about chinese food
"
7144,reqalts,"is there anything else
"
7145,null,"noise
"
7146,inform,"german food in the centre of town
"
7147,bye,"good bye
"
7148,inform,"moderately
"
7149,inform,"serving cuban food
"
7150,null,"sil
"
7151,reqalts,"how about british food
"
7152,inform,"dont care
"
7153,thankyou,"thank you good bye
"
7154,negate,"no any area
"
7155,reqalts,"what about italian food
"
7156,thankyou,"thank you good bye
"
7157,inform,"in the south
"
7158,null,"unintelligible
"
7159,request,"id like to know the address phone number and post code
"
7160,affirm,"right
"
7161,request,"phone number
"
7162,request,"address
"
7163,request,"what type of food
"
7164,request,"cool whats the phone number
"
7165,affirm,"yes
"
7166,request,"okay whats the address
"
7167,inform,"thai food
"
7168,thankyou,"thank you good bye
"
7169,thankyou,"thank you good bye
"
7170,inform,"dont care
"
7171,inform,"any kind
"
7172,inform,"african food
"
7173,thankyou,"thank you good bye
"
7174,thankyou,"thank you good bye
"
7175,null,"unintelligible
"
7176,null,"unintelligible
"
7177,thankyou,"thank you good bye
"
7178,reqalts,"another
"
7179,inform,"turkish restaurant in the center of town
"
7180,inform,"can i have a cheap restaurant in the south part of town
"
7181,inform,"i do not care
"
7182,negate,"no
"
7183,request,"alright whats the phone number
"
7184,inform,"im looking for a cheap restaurant in the south part of town
"
7185,hello,"hello
"
7186,request,"the address
"
7187,thankyou,"thank you goodbye
"
7188,request,"address
"
7189,inform,"it doesnt matter
"
7190,inform,"id like a restaurant in
"
7191,inform,"caribbean food
"
7192,inform,"cheap price range
"
7193,negate,"no chinese
"
7194,inform,"how european
"
7195,inform,"portugeuse
"
7196,request,"what is the address
"
7197,request,"may i have the address
"
7198,request,"can i get post code
"
7199,inform,"east
"
7200,thankyou,"thank you good bye
"
7201,request,"phone number
"
7202,inform,"i dont care
"
7203,inform,"moderate
"
7204,inform,"thai
"
7205,thankyou,"thank you good bye
"
7206,request,"what type of food
"
7207,reqalts,"how about a korean restaurant
"
7208,request,"what about the post code
"
7209,inform,"moderately priced
"
7210,null,"noise
"
7211,reqalts,"anything else
"
7212,request,"phone number
"
7213,reqalts,"how about british food
"
7214,inform,"chinese food in the east part of town
"
7215,null,"noise
"
7216,inform,"thai
"
7217,request,"what is the post code
"
7218,request,"may i have the address and phone number please
"
7219,request,"phone number
"
7220,inform,"cheap price range
"
7221,null,"noise
"
7222,inform,"i want to find an expensive restaurant in the south part of town
"
7223,reqalts,"how about chinese food
"
7224,inform,"im looking for a restaurant in the north part of town serving malaysian food
"
7225,request,"whats the phone number
"
7226,request,"phone number
"
7227,inform,"im looking for a restaurant in the south part of town it should serve jamaican food
"
7228,affirm,"yes
"
7229,request,"whats the address
"
7230,request,"may i get the address phone number
"
7231,inform,"i dont care
"
7232,inform,"pan asian food
"
7233,inform,"find restaurant in north part of town
"
7234,request,"whats the address
"
7235,request,"could i have the phone number and address please
"
7236,inform,"i dont care
"
7237,inform,"im looking for a restaurant that serves
"
7238,inform,"i dont care
"
7239,thankyou,"thank you good bye
"
7240,affirm,"yes korean food
"
7241,thankyou,"thank you good bye
"
7242,request,"type of food
"
7243,thankyou,"thank you good bye
"
7244,request,"phone number
"
7245,reqalts,"anything else
"
7246,inform,"im looking for a unintelligible food
"
7247,request,"phone number
"
7248,request,"telephone
"
7249,inform,"it doesnt matter
"
7250,inform,"i dont care
"
7251,inform,"i dont care
"
7252,request,"and the phone number
"
7253,thankyou,"good bye thank you
"
7254,thankyou,"okay thank you good bye
"
7255,reqalts,"anything else
"
7256,inform,"any part of town
"
7257,inform,"moderately priced in the south part of town
"
7258,inform,"im looking for a moderately priced
"
7259,thankyou,"thank you good bye
"
7260,request,"what is the phone number
"
7261,inform,"moderate
"
7262,thankyou,"thank you good bye
"
7263,request,"and the post code of the venue
"
7264,affirm,"yes
"
7265,inform,"any
"
7266,inform,"north
"
7267,inform,"any
"
7268,reqalts,"is there a restaurant serving vietnamese food
"
7269,inform,"food
"
7270,thankyou,"thank you good bye
"
7271,request,"can i have the price range
"
7272,inform,"im looking for
"
7273,thankyou,"thank you goodbye
"
7274,inform,"im looking for a restaurant in the north of town serving korean french food
"
7275,inform,"italian
"
7276,inform,"im looking for a moderately priced restaurant in the west part of town
"
7277,inform,"north
"
7278,inform,"find a cheap restaurant
"
7279,request,"may i have its address
"
7280,request,"okay and their address
"
7281,inform,"i want to find a restaurant in the north part of town
"
7282,inform,"i want something in the south part of town
"
7283,inform,"italian food
"
7284,inform,"modern european
"
7285,thankyou,"thank you good bye
"
7286,inform,"expensive restaurant that serves lebanese food
"
7287,request,"whats the address
"
7288,inform,"any type of food
"
7289,thankyou,"thank you goodbye
"
7290,request,"phone number
"
7291,affirm,"yes
"
7292,thankyou,"thank you good bye
"
7293,null,"unintelligible
"
7294,thankyou,"thank you goodbye
"
7295,thankyou,"thank you good bye
"
7296,request,"can i get the address phone number and post code
"
7297,inform,"moderate
"
7298,thankyou,"thank you good bye
"
7299,request,"address
"
7300,inform,"chinese food
"
7301,inform,"would like expensive
"
7302,reqalts,"anything else
"
7303,thankyou,"thank you
"
7304,reqalts,"is there anything else
"
7305,null,"noise
"
7306,request,"what type of food does it serve
"
7307,reqalts,"how about indian food
"
7308,null,"sil
"
7309,request,"whats their address
"
7310,bye,"good bye
"
7311,thankyou,"thank you goodbye
"
7312,inform,"im looking for thai food
"
7313,reqalts,"how about a restaurant in the west part of town that serves vietnamese food
"
7314,inform,"cheap
"
7315,inform,"west
"
7316,request,"phone number
"
7317,inform,"cheap
"
7318,request,"can i have the address and the post code please
"
7319,inform,"moderately priced north part of
"
7320,reqalts,"anything else
"
7321,request,"and the phone number
"
7322,inform,"it doesnt matter
"
7323,inform,"um it doesnt matter
"
7324,thankyou,"thank you good bye
"
7325,reqalts,"is there anything else
"
7326,inform,"bistro food
"
7327,inform,"uh expensive
"
7328,request,"whats their price range
"
7329,inform,"uh find a restaurant in the west part of town and
"
7330,inform,"unintelligible restaurant
"
7331,affirm,"right east part of town
"
7332,affirm,"yes
"
7333,inform,"i need a moderately priced restaurant
"
7334,reqalts,"anything else
"
7335,request,"phone number
"
7336,request,"can i have the address
"
7337,inform,"im looking for traditional food
"
7338,inform,"expensive romanian food
"
7339,bye,"goodbye
"
7340,request,"whats the address
"
7341,inform,"i dont care
"
7342,inform,"i do not care
"
7343,inform,"kosher
"
7344,inform,"doesnt matter west part of town
"
7345,thankyou,"thank you good bye
"
7346,request,"whats the phone number
"
7347,request,"address
"
7348,null,"um
"
7349,inform,"east
"
7350,thankyou,"thank you good bye
"
7351,inform,"any price range
"
7352,null,"noise
"
7353,null,"system
"
7354,inform,"i dont care
"
7355,reqalts,"how about european food
"
7356,thankyou,"thank you good bye
"
7357,affirm,"yes
"
7358,request,"address
"
7359,request,"and what is the address please
"
7360,request,"what is the address and phone number
"
7361,request,"address
"
7362,request,"address
"
7363,request,"address
"
7364,thankyou,"thank you good bye
"
7365,request,"whats the phone number and address
"
7366,null,"unintelligible
"
7367,thankyou,"thank you good bye
"
7368,inform,"italian
"
7369,reqalts,"give me a different restaurant
"
7370,null,"sil
"
7371,inform,"chinese food
"
7372,request,"what is the phone number
"
7373,inform,"a cheap restaurant in the north part of town
"
7374,inform,"im looking for a restaurant in the center part of town
"
7375,inform,"im looking for
"
7376,inform,"just chinese food in the north part of town
"
7377,thankyou,"thank you good bye
"
7378,inform,"south part of town
"
7379,inform,"expensive
"
7380,thankyou,"thank you goodbye
"
7381,request,"address
"
7382,thankyou,"thank you goodbye
"
7383,thankyou,"noise thank you goodbye
"
7384,request,"price range
"
7385,inform,"gastropub
"
7386,thankyou,"thank you good bye
"
7387,request,"address
"
7388,inform,"the south part of town
"
7389,affirm,"yes
"
7390,request,"address
"
7391,request,"can i get the address and phone number
"
7392,inform,"cheap restaurant north part of town
"
7393,confirm,"do they serve turkish food
"
7394,inform,"cantonese food
"
7395,thankyou,"thank you goodbye
"
7396,inform,"portuguese food
"
7397,inform,"south
"
7398,thankyou,"thank you goodbye
"
7399,reqalts,"what about european
"
7400,request,"can i have the phone number and the address please
"
7401,null,"i want to ind
"
7402,inform,"dont care
"
7403,request,"phone number
"
7404,inform,"unusual food
"
7405,request,"whats the phone number
"
7406,negate,"no
"
7407,null,"and
"
7408,inform,"im looking for a restaurant serving venetian food
"
7409,thankyou,"thank you good bye
"
7410,inform,"im looking for a restaurant in the center and it should serve traditional food
"
7411,request,"whats the address
"
7412,inform,"portuguese
"
7413,inform,"yea im looking for an expensive restaurant in the south part of town
"
7414,inform,"chinese food
"
7415,inform,"i dont care
"
7416,inform,"im looking for cheap food in the north of town
"
7417,request,"whats the address
"
7418,reqalts,"anything else
"
7419,request,"can i get the address and price range
"
7420,reqalts,"what about asian oriental
"
7421,request,"phone number
"
7422,thankyou,"thank you good bye
"
7423,affirm,"breath yes id like a moderately priced restaurant that serves thai food
"
7424,inform,"turkish
"
7425,reqalts,"what about gastropub food
"
7426,inform,"i dont care
"
7427,inform,"asian oriental type of food
"
7428,inform,"english food
"
7429,inform,"american
"
7430,inform,"im looking for a restaurant in the north part of town
"
7431,inform,"are there any turkish restaurants at all
"
7432,inform,"im looking for cross over food
"
7433,affirm,"uh yes international food please
"
7434,inform,"im looking for an expensive restaurant that serves korean
"
7435,request,"address
"
7436,inform,"im looking for a cheap restaurant in the east part of town
"
7437,thankyou,"thank you good bye
"
7438,inform,"i would like crossover food
"
7439,request,"what is the phone number and address
"
7440,request,"its a type of food
"
7441,inform,"i need a cheap restaurant in the east part of town
"
7442,inform,"i would like a cheap restaurant in the west part of town
"
7443,inform,"i dont care
"
7444,affirm,"yes
"
7445,null,"noise
"
7446,thankyou,"thank you good bye
"
7447,null,"sil
"
7448,inform,"i would like a cheap restaurant in the north part of town
"
7449,inform,"any
"
7450,request,"address
"
7451,request,"what type of food
"
7452,inform,"i want a turkish restaurant
"
7453,affirm,"yes
"
7454,inform,"cheap
"
7455,inform,"indian
"
7456,affirm,"yes
"
7457,inform,"cantonese
"
7458,bye,"k you goodbye
"
7459,inform,"i dont care
"
7460,inform,"barbecue food
"
7461,request,"address
"
7462,inform,"any
"
7463,inform,"european food
"
7464,request,"and what type of food
"
7465,affirm,"yes
"
7466,request,"whats the address
"
7467,request,"price
"
7468,null,"noise
"
7469,request,"what is the address and phone number
"
7470,inform,"find cheap restaurant
"
7471,request,"address
"
7472,request,"postcode
"
7473,inform,"gastropub
"
7474,inform,"i need to find a restaurant in the center and it should serve irish food
"
7475,affirm,"yes
"
7476,inform,"chinese food
"
7477,affirm,"yes
"
7478,inform,"any
"
7479,request,"what is their post code
"
7480,thankyou,"thank you
"
7481,request,"what is the address
"
7482,negate,"no
"
7483,request,"give me the phone number
"
7484,inform,"expensive
"
7485,inform,"south
"
7486,reqalts,"how about asian oriental food
"
7487,inform,"korean
"
7488,inform,"im looking for greek food
"
7489,inform,"mediterranean
"
7490,affirm,"yes
"
7491,request,"address
"
7492,hello,"hi im looking for a restaurant that servers
"
7493,request,"address and the post code
"
7494,null,"um
"
7495,affirm,"yes
"
7496,reqalts,"how about portuguese
"
7497,thankyou,"thank you good bye
"
7498,request,"what is their post code
"
7499,deny,"wrong
"
7500,affirm,"yes
"
7501,request,"address
"
7502,inform,"any
"
7503,thankyou,"thank you good bye
"
7504,request,"and what is unintelligible telephone number
"
7505,inform,"portuguese food
"
7506,thankyou,"thank you good bye
"
7507,reqalts,"how about italian
"
7508,inform,"jamcian food
"
7509,request,"area
"
7510,request,"phone number
"
7511,inform,"sea food
"
7512,request,"what type of food is that
"
7513,bye,"ooh thank you good bye
"
7514,request,"phone number
"
7515,inform,"find me an expensive persian restaurant
"
7516,request,"address
"
7517,thankyou,"thank you good bye
"
7518,affirm,"yes
"
7519,null,"sil
"
7520,thankyou,"thank you good bye
"
7521,request,"phone number
"
7522,inform,"any part of town
"
7523,request,"what is the address
"
7524,thankyou,"thank you good bye
"
7525,request,"what is the price range
"
7526,request,"price range
"
7527,inform,"i dont care
"
7528,reqalts,"anything else
"
7529,inform,"east
"
7530,thankyou,"thank you good bye
"
7531,inform,"romanian food
"
7532,request,"area
"
7533,inform,"north
"
7534,inform,"i want scottish food
"
7535,inform,"food
"
7536,request,"what is the price range
"
7537,confirm,"is it in the north part of town
"
7538,affirm,"yes
"
7539,thankyou,"thank you good bye
"
7540,inform,"caribbean food
"
7541,inform,"asian oriental
"
7542,inform,"dont matter
"
7543,inform,"i want a turkish restaurant in the center part of town
"
7544,inform,"i dont care
"
7545,thankyou,"thank you good bye
"
7546,request,"address
"
7547,inform,"steakhouse
"
7548,null,"unintelligible
"
7549,reqalts,"how about thai food
"
7550,reqalts,"how about indian food
"
7551,request,"what is the address
"
7552,inform,"belgian food
"
7553,request,"area
"
7554,thankyou,"thank you good bye
"
7555,request,"whats the phone number
"
7556,request,"what is the phone number
"
7557,request,"what is the address
"
7558,inform,"im looking for a restaurant in the east part of town and it should serve greek food
"
7559,inform,"um i need a cheap restaurant
"
7560,request,"whats the address
"
7561,thankyou,"thank you goodbye
"
7562,request,"what kind of food do they serve
"
7563,repeat,"can you repeat that
"
7564,request,"what is the phone number
"
7565,inform,"east
"
7566,thankyou,"thank you is there anything else
"
7567,null,"unintelligible
"
7568,request,"and the phone number
"
7569,inform,"italian
"
7570,inform,"hungarian food
"
7571,reqalts,"are there any other options
"
7572,reqalts,"thats great what else is there
"
7573,inform,"moderately priced
"
7574,null,"sil
"
7575,inform,"moderate
"
7576,inform,"noise i am looking for a restaurant
"
7577,request,"post code
"
7578,request,"phone number
"
7579,hello,"hi im looking for a restaurant in the west part of town
"
7580,request,"and what kind of food do they serve
"
7581,thankyou,"thank you good bye
"
7582,request,"okay whats the phone number
"
7583,reqalts,"what about chinese food
"
7584,inform,"i dont care
"
7585,inform,"spanish
"
7586,inform,"gastropub
"
7587,inform,"south
"
7588,thankyou,"thank you good bye
"
7589,request,"can i have the phone number and the price range
"
7590,inform,"swedish food
"
7591,inform,"any
"
7592,reqalts,"how about european
"
7593,inform,"italian
"
7594,request,"phone number
"
7595,inform,"im looking for a restaurant in any area
"
7596,thankyou,"thank you good bye
"
7597,null,"noise
"
7598,inform,"italian food west part of town
"
7599,inform,"um i dont care i just want traditional food
"
7600,request,"what is the address
"
7601,inform,"thai food
"
7602,null,"um
"
7603,inform,"id like a international restaurant in the north part of town
"
7604,inform,"vietnamese food
"
7605,inform,"im looking for a restaurant in the north part of town and it should african food
"
7606,affirm,"yes
"
7607,inform,"european food expensive restaurant
"
7608,inform,"i want to find a restaurant in the we
"
7609,request,"whats their address
"
7610,affirm,"yes
"
7611,request,"can i have the address and phone number please
"
7612,inform,"i dont care
"
7613,affirm,"yes
"
7614,request,"whats the address
"
7615,thankyou,"thank you good bye
"
7616,inform,"is there a venue in the west part of town
"
7617,thankyou,"thank you good bye
"
7618,inform,"i dont care
"
7619,request,"what type of food do they serve
"
7620,thankyou,"thank you good bye
"
7621,inform,"canapes
"
7622,null,"um that serves
"
7623,inform,"im looking for a restaurant in the north part of town
"
7624,confirm,"is there a venue that serve vietnamese food
"
7625,affirm,"yes
"
7626,inform,"tuscan
"
7627,thankyou,"thank you good bye
"
7628,inform,"thai food
"
7629,inform,"the west part of town
"
7630,inform,"food type
"
7631,thankyou,"thank you good bye
"
7632,reqalts,"how about asian oriental
"
7633,thankyou,"thank you good bye
"
7634,inform,"i want a moderate priced restaurant in the north part of town
"
7635,inform,"just give me a cheap restaurant
"
7636,reqalts,"how about lebanese food
"
7637,inform,"any kind of food
"
7638,request,"telephone number
"
7639,request,"whats the phone number
"
7640,inform,"east
"
7641,reqalts,"is there any other restaurants
"
7642,request,"expensive price range
"
7643,inform,"north
"
7644,reqalts,"how about indian type of food
"
7645,reqalts,"how about canapes
"
7646,inform,"cheap restaurant
"
7647,request,"post code
"
7648,inform,"looking for an expensive restaurant in the south part of town
"
7649,thankyou,"thank you good bye
"
7650,affirm,"uh yes i want to find a restaurant in the north part of town that serves
"
7651,inform,"restaurant in the north part of town
"
7652,inform,"turkish food
"
7653,request,"can i have the address
"
7654,inform,"um im looking for something in the west thats moderately priced
"
7655,inform,"dont care
"
7656,request,"address
"
7657,thankyou,"thank you good bye
"
7658,request,"phone
"
7659,thankyou,"thank you goodbye
"
7660,reqalts,"is there anything else
"
7661,inform,"east part of town
"
7662,inform,"north
"
7663,inform,"french food
"
7664,request,"what is the address
"
7665,reqalts,"how about italian food
"
7666,inform,"moroccan
"
7667,request,"address
"
7668,request,"can i have the address of the venue
"
7669,request,"what is its phone number
"
7670,request,"price range
"
7671,inform,"cheap
"
7672,request,"postcode
"
7673,negate,"no romanian
"
7674,inform,"im looking for a cheap restaurant in the east part of to
"
7675,inform,"looking for a restaurant in the south part of town
"
7676,inform,"english food
"
7677,request,"can i get the address
"
7678,inform,"i dont care
"
7679,inform,"east
"
7680,thankyou,"thank you good bye
"
7681,null,"what
"
7682,affirm,"yes
"
7683,inform,"i want a moderately priced cantonese restaurant
"
7684,inform,"turkish
"
7685,thankyou,"thank you good bye
"
7686,request,"post code
"
7687,inform,"restaurant in the south part of town
"
7688,inform,"it doesnt matter
"
7689,request,"the price range
"
7690,inform,"i dont care
"
7691,reqalts,"is there anything else
"
7692,inform,"japanese food
"
7693,affirm,"yeah
"
7694,thankyou,"thank you good bye
"
7695,thankyou,"thank you good bye
"
7696,thankyou,"thank you good bye
"
7697,null,"noise
"
7698,inform,"spanish food in any area
"
7699,inform,"center
"
7700,reqalts,"what about british food
"
7701,request,"may i have its address
"
7702,inform,"i dont care
"
7703,null,"sil
"
7704,request,"phone number
"
7705,inform,"i want a cheap restaurant in the north part of town
"
7706,inform,"moderate
"
7707,request,"whats the phone number
"
7708,request,"what area is it in
"
7709,thankyou,"thank you good bye
"
7710,thankyou,"thank you
"
7711,inform,"i want a restaurant that serves basque food
"
7712,inform,"id like a moderately priced restaurant in west of
"
7713,inform,"im looking for a moderately priced restaurant
"
7714,request,"whats the phone number
"
7715,null,"um
"
7716,inform,"expensive restaurant romanian food
"
7717,inform,"im looking for a restaurant serving pan asian foo
"
7718,request,"can i have their phone number
"
7719,inform,"doesnt matter
"
7720,request,"phone number
"
7721,thankyou,"thank you good bye
"
7722,reqalts,"um how about chinese food
"
7723,inform,"barbecue food
"
7724,inform,"chinese
"
7725,affirm,"yes
"
7726,inform,"polish food
"
7727,thankyou,"thank you good bye
"
7728,thankyou,"thank you good bye
"
7729,request,"post code
"
7730,thankyou,"thank you good bye
"
7731,request,"uh whats the address
"
7732,inform,"im looking for swedish food
"
7733,request,"let me get the address
"
7734,inform,"i dont care
"
7735,inform,"expensive
"
7736,inform,"im looking for a moderately priced restaurant in the south
"
7737,request,"what is the address and phone number
"
7738,inform,"north part of town
"
7739,inform,"traditional food
"
7740,request,"alright do you have the phone number for that one
"
7741,reqalts,"how about mediterranean
"
7742,inform,"any kind of food
"
7743,reqalts,"how about the center of town
"
7744,reqalts,"ah how bout a turkish type of food
"
7745,request,"what is their address and price range
"
7746,affirm,"yes
"
7747,affirm,"yes
"
7748,inform,"restaurant in north part of town
"
7749,inform,"chiquito
"
7750,reqalts,"how about french food
"
7751,request,"address
"
7752,inform,"vietnamese food
"
7753,inform,"im looking for a moderately priced restaurant in the north
"
7754,thankyou,"thank you good bye
"
7755,thankyou,"thank you good bye
"
